ReferenceAllele,AlternateAllele,Chromosome,Start,Stop,GeneSymbol,ClinicalSignificance,PhenotypeList,Type,Assembly
na,na,4,110621214,110621214,PITX2,Pathogenic,Axenfeld-Rieger syndrome type 1,single nucleotide variant,GRCh38
na,na,4,111539855,111539855,PITX2,Pathogenic,Axenfeld-Rieger syndrome type 1|Anterior segment dysgenesis 4;Axenfeld-Rieger syndrome type 1|not provided,single nucleotide variant,GRCh37
na,na,4,110618699,110618699,PITX2,Pathogenic,Axenfeld-Rieger syndrome type 1|Anterior segment dysgenesis 4;Axenfeld-Rieger syndrome type 1|not provided,single nucleotide variant,GRCh38
na,na,4,111539825,111539825,PITX2,Pathogenic/Likely pathogenic,Axenfeld-Rieger syndrome type 1|Inborn genetic diseases,single nucleotide variant,GRCh37
na,na,4,110618669,110618669,PITX2,Pathogenic/Likely pathogenic,Axenfeld-Rieger syndrome type 1|Inborn genetic diseases,single nucleotide variant,GRCh38
na,na,4,111539698,111539698,PITX2,Pathogenic,Axenfeld-Rieger syndrome type 1,single nucleotide variant,GRCh37
na,na,4,110618542,110618542,PITX2,Pathogenic,Axenfeld-Rieger syndrome type 1,single nucleotide variant,GRCh38
na,na,4,111542322,111542322,PITX2,Pathogenic,Anterior segment dysgenesis 4|Anterior segment dysgenesis,single nucleotide variant,GRCh37
na,na,4,110621166,110621166,PITX2,Pathogenic,Anterior segment dysgenesis 4|Anterior segment dysgenesis,single nucleotide variant,GRCh38
na,na,4,111542366,111542366,PITX2,Pathogenic,Anterior segment dysgenesis 4|not provided,single nucleotide variant,GRCh37
na,na,4,110621210,110621210,PITX2,Pathogenic,Anterior segment dysgenesis 4|not provided,single nucleotide variant,GRCh38
na,na,4,111539846,111539846,PITX2,Pathogenic,"ANTERIOR SEGMENT DYSGENESIS 4, PETERS ANOMALY SUBTYPE",single nucleotide variant,GRCh37
na,na,4,110618690,110618690,PITX2,Pathogenic,"ANTERIOR SEGMENT DYSGENESIS 4, PETERS ANOMALY SUBTYPE",single nucleotide variant,GRCh38
na,na,4,111542325,111542325,PITX2,Pathogenic,Axenfeld-Rieger syndrome type 1,single nucleotide variant,GRCh37
na,na,4,110621169,110621169,PITX2,Pathogenic,Axenfeld-Rieger syndrome type 1,single nucleotide variant,GRCh38
na,na,4,111542421,111542422,PITX2,Pathogenic,Axenfeld-Rieger syndrome type 1,Duplication,GRCh37
na,na,4,110621265,110621266,PITX2,Pathogenic,Axenfeld-Rieger syndrome type 1,Duplication,GRCh38
na,na,4,111542387,111542387,PITX2,Pathogenic/Likely pathogenic,Ring dermoid of cornea|Anterior segment dysgenesis|Axenfeld-Rieger syndrome type 1|Anterior segment dysgenesis 4;Axenfeld-Rieger syndrome type 1|Inborn genetic diseases,single nucleotide variant,GRCh37
na,na,4,110621231,110621231,PITX2,Pathogenic/Likely pathogenic,Ring dermoid of cornea|Anterior segment dysgenesis|Axenfeld-Rieger syndrome type 1|Anterior segment dysgenesis 4;Axenfeld-Rieger syndrome type 1|Inborn genetic diseases,single nucleotide variant,GRCh38
na,na,5,177420033,177420033,PROP1,Pathogenic/Likely pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh37
na,na,5,177993032,177993032,PROP1,Pathogenic/Likely pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh38
na,na,5,177420042,177420042,PROP1,Pathogenic/Likely pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh37
na,na,5,177993041,177993041,PROP1,Pathogenic/Likely pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh38
na,na,5,177421298,177421299,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2",Deletion,GRCh37
na,na,5,177994297,177994298,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2",Deletion,GRCh38
na,na,5,177421147,177421148,PROP1,Pathogenic/Likely pathogenic,"Pituitary hormone deficiency, combined, 2|Combined pituitary hormone deficiencies, genetic form|not provided|46,XY partial gonadal dysgenesis|PROP1-related disorder",Microsatellite,GRCh37
na,na,5,177994146,177994147,PROP1,Pathogenic/Likely pathogenic,"Pituitary hormone deficiency, combined, 2|Combined pituitary hormone deficiencies, genetic form|not provided|46,XY partial gonadal dysgenesis|PROP1-related disorder",Microsatellite,GRCh38
na,na,5,177421186,177421186,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2",single nucleotide variant,GRCh37
na,na,5,177994185,177994185,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2",single nucleotide variant,GRCh38
na,na,5,177421325,177421337,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",Deletion,GRCh37
na,na,5,177994324,177994336,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",Deletion,GRCh38
na,na,5,177421299,177421299,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided|Combined pituitary hormone deficiencies, genetic form|See cases",Deletion,GRCh37
na,na,5,177994298,177994298,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided|Combined pituitary hormone deficiencies, genetic form|See cases",Deletion,GRCh38
na,na,5,177421231,177421231,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh37
na,na,5,177994230,177994230,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh38
na,na,5,177421232,177421232,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh37
na,na,5,177994231,177994231,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh38
na,na,5,177421154,177421154,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh37
na,na,5,177994153,177994153,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2|not provided",single nucleotide variant,GRCh38
na,na,5,177421153,177421153,PROP1,Pathogenic/Likely pathogenic,"Pituitary hormone deficiency, combined, 2|Inborn genetic diseases|not provided|Combined pituitary hormone deficiencies, genetic form",single nucleotide variant,GRCh37
na,na,5,177994152,177994152,PROP1,Pathogenic/Likely pathogenic,"Pituitary hormone deficiency, combined, 2|Inborn genetic diseases|not provided|Combined pituitary hormone deficiencies, genetic form",single nucleotide variant,GRCh38
na,na,5,177419809,177419809,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2",single nucleotide variant,GRCh37
na,na,5,177992808,177992808,PROP1,Pathogenic,"Pituitary hormone deficiency, combined, 2",single nucleotide variant,GRCh38
na,na,5,179263445,179263445,SQSTM1,Conflicting classifications of pathogenicity,"Paget disease of bone 3|Frontotemporal dementia and/or amyotrophic lateral sclerosis 3|not provided|Paget disease of bone 3;Frontotemporal dementia and/or amyotrophic lateral sclerosis 3|Spastic paraplegia-Paget disease of bone syndrome|Amyotrophic lateral sclerosis|Frontotemporal dementia and/or amyotrophic lateral sclerosis 1;Paget disease of bone 2, early-onset|Bone Paget disease",single nucleotide variant,GRCh37
na,na,5,179836445,179836445,SQSTM1,Conflicting classifications of pathogenicity,"Paget disease of bone 3|Frontotemporal dementia and/or amyotrophic lateral sclerosis 3|not provided|Paget disease of bone 3;Frontotemporal dementia and/or amyotrophic lateral sclerosis 3|Spastic paraplegia-Paget disease of bone syndrome|Amyotrophic lateral sclerosis|Frontotemporal dementia and/or amyotrophic lateral sclerosis 1;Paget disease of bone 2, early-onset|Bone Paget disease",single nucleotide variant,GRCh38
na,na,5,179263493,179263494,SQSTM1,Pathogenic,Paget disease of bone 3,Duplication,GRCh37
na,na,5,179836493,179836494,SQSTM1,Pathogenic,Paget disease of bone 3,Duplication,GRCh38
na,na,5,179260783,179260783,SQSTM1,Pathogenic,"Paget disease of bone 3|Frontotemporal dementia and/or amyotrophic lateral sclerosis 1;Paget disease of bone 2, early-onset|Myopathy, distal, with rimmed vacuoles",single nucleotide variant,GRCh37
na,na,5,179833783,179833783,SQSTM1,Pathogenic,"Paget disease of bone 3|Frontotemporal dementia and/or amyotrophic lateral sclerosis 1;Paget disease of bone 2, early-onset|Myopathy, distal, with rimmed vacuoles",single nucleotide variant,GRCh38
na,na,12,85677655,85677655,ALX1,Pathogenic,Frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome,single nucleotide variant,GRCh37
na,na,12,85283877,85283877,ALX1,Pathogenic,Frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome,single nucleotide variant,GRCh38
na,na,1,203155882,203155882,CHI3L1,risk factor,"Asthma-related traits, susceptibility to, 7",single nucleotide variant,GRCh37
na,na,1,203186754,203186754,CHI3L1,risk factor,"Asthma-related traits, susceptibility to, 7",single nucleotide variant,GRCh38
na,na,na,-1,-1,ATXN2,risk factor,"Amyotrophic lateral sclerosis, susceptibility to, 13",Microsatellite,na
na,na,13,102379135,102379135,FGF14,Pathogenic,Spinocerebellar ataxia 27A,single nucleotide variant,GRCh37
na,na,13,101726785,101726785,FGF14,Pathogenic,Spinocerebellar ataxia 27A,single nucleotide variant,GRCh38
na,na,13,102379082,102379082,FGF14,Pathogenic,Spinocerebellar ataxia 27A,Deletion,GRCh37
na,na,13,101726732,101726732,FGF14,Pathogenic,Spinocerebellar ataxia 27A,Deletion,GRCh38
na,na,7,128850341,128850341,SMO,Pathogenic,"Basal cell carcinoma, somatic",single nucleotide variant,GRCh37
na,na,7,129210500,129210500,SMO,Pathogenic,"Basal cell carcinoma, somatic",single nucleotide variant,GRCh38
na,na,7,128850838,128850838,SMO,Pathogenic,"Basal cell carcinoma, somatic",single nucleotide variant,GRCh37
na,na,7,129210997,129210997,SMO,Pathogenic,"Basal cell carcinoma, somatic",single nucleotide variant,GRCh38
na,na,6,42941740,42941740,PEX6,Likely pathogenic,Peroxisome biogenesis disorder 4A (Zellweger)|Peroxisome biogenesis disorder|Zellweger spectrum disorders,single nucleotide variant,GRCh37
na,na,6,42974002,42974002,PEX6,Likely pathogenic,Peroxisome biogenesis disorder 4A (Zellweger)|Peroxisome biogenesis disorder|Zellweger spectrum disorders,single nucleotide variant,GRCh38
na,na,6,42936027,42936027,PEX6,Pathogenic,Peroxisome biogenesis disorder 4A (Zellweger)|Peroxisome biogenesis disorder|Heimler syndrome 2,single nucleotide variant,GRCh37
na,na,6,42968289,42968289,PEX6,Pathogenic,Peroxisome biogenesis disorder 4A (Zellweger)|Peroxisome biogenesis disorder|Heimler syndrome 2,single nucleotide variant,GRCh38
na,na,6,42937472,42937472,PEX6,Pathogenic,Peroxisome biogenesis disorder 4A (Zellweger),Deletion,GRCh37
na,na,6,42969734,42969734,PEX6,Pathogenic,Peroxisome biogenesis disorder 4A (Zellweger),Deletion,GRCh38
na,na,6,42946005,42946268,PEX6,Pathogenic,Peroxisome biogenesis disorder 4B,Deletion,GRCh37
na,na,6,42978267,42978530,PEX6,Pathogenic,Peroxisome biogenesis disorder 4B,Deletion,GRCh38
na,na,6,42934263,42934263,PEX6,Uncertain significance,Peroxisome biogenesis disorder 4B,single nucleotide variant,GRCh37
na,na,6,42966525,42966525,PEX6,Uncertain significance,Peroxisome biogenesis disorder 4B,single nucleotide variant,GRCh38
na,na,16,1842316,1842316,IGFALS,Pathogenic,Short stature due to primary acid-labile subunit deficiency,Deletion,GRCh37
na,na,16,1792315,1792315,IGFALS,Pathogenic,Short stature due to primary acid-labile subunit deficiency,Deletion,GRCh38
na,na,16,1840801,1840801,IGFALS,Pathogenic,Short stature due to primary acid-labile subunit deficiency,single nucleotide variant,GRCh37
na,na,16,1790800,1790800,IGFALS,Pathogenic,Short stature due to primary acid-labile subunit deficiency,single nucleotide variant,GRCh38
na,na,16,1841827,1841828,IGFALS,Pathogenic,Short stature due to primary acid-labile subunit deficiency,Duplication,GRCh37
na,na,16,1791826,1791827,IGFALS,Pathogenic,Short stature due to primary acid-labile subunit deficiency,Duplication,GRCh38
na,na,3,12422848,12422848,PPARG,Uncertain significance,Morbid obesity|not provided|CAROTID INTIMAL MEDIAL THICKNESS 1;Type 2 diabetes mellitus;Inherited obesity;PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh37
na,na,3,12381349,12381349,PPARG,Uncertain significance,Morbid obesity|not provided|CAROTID INTIMAL MEDIAL THICKNESS 1;Type 2 diabetes mellitus;Inherited obesity;PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh38
na,na,3,12421238,12421238,PPARG,Benign,-,single nucleotide variant,GRCh37
na,na,3,12379739,12379739,PPARG,Benign,-,single nucleotide variant,GRCh38
na,na,3,12434182,12434182,PPARG,Pathogenic,Carcinoma of colon,Deletion,GRCh37
na,na,3,12392683,12392683,PPARG,Pathogenic,Carcinoma of colon,Deletion,GRCh38
na,na,3,12458324,12458324,PPARG,Pathogenic,Carcinoma of colon,single nucleotide variant,GRCh37
na,na,3,12416825,12416825,PPARG,Pathogenic,Carcinoma of colon,single nucleotide variant,GRCh38
na,na,3,12458422,12458422,PPARG,Pathogenic,Carcinoma of colon,single nucleotide variant,GRCh37
na,na,3,12416923,12416923,PPARG,Pathogenic,Carcinoma of colon,single nucleotide variant,GRCh38
na,na,3,12458330,12458330,PPARG,Uncertain significance,Carcinoma of colon|PPARG-related disorder,single nucleotide variant,GRCh37
na,na,3,12416831,12416831,PPARG,Uncertain significance,Carcinoma of colon|PPARG-related disorder,single nucleotide variant,GRCh38
na,na,3,12475610,12475610,PPARG,Pathogenic/Likely pathogenic,PPARG-related familial partial lipodystrophy|Lipodystrophy|not provided,single nucleotide variant,GRCh37
na,na,3,12434111,12434111,PPARG,Pathogenic/Likely pathogenic,PPARG-related familial partial lipodystrophy|Lipodystrophy|not provided,single nucleotide variant,GRCh38
na,na,3,12458335,12458335,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh37
na,na,3,12416836,12416836,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh38
na,na,3,12475557,12475557,PPARG,Benign/Likely benign,"Glioma susceptibility 1|not specified|INSULIN RESISTANCE, DIGENIC|PPARG-related familial partial lipodystrophy|Obesity|PPARG POLYMORPHISM|not provided",single nucleotide variant,GRCh37
na,na,3,12434058,12434058,PPARG,Benign/Likely benign,"Glioma susceptibility 1|not specified|INSULIN RESISTANCE, DIGENIC|PPARG-related familial partial lipodystrophy|Obesity|PPARG POLYMORPHISM|not provided",single nucleotide variant,GRCh38
na,na,3,12434186,12434188,PPARG,Pathogenic,"DIABETES MELLITUS, TYPE II, DIGENIC|INSULIN RESISTANCE, DIGENIC",Indel,GRCh37
na,na,3,12392687,12392689,PPARG,Pathogenic,"DIABETES MELLITUS, TYPE II, DIGENIC|INSULIN RESISTANCE, DIGENIC",Indel,GRCh38
na,na,3,12458547,12458547,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh37
na,na,3,12417048,12417048,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh38
na,na,3,12475399,12475399,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy|not provided,single nucleotide variant,GRCh37
na,na,3,12433900,12433900,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy|not provided,single nucleotide variant,GRCh38
na,na,3,12434200,12434200,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh37
na,na,3,12392701,12392701,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh38
na,na,3,12434212,12434212,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh37
na,na,3,12392713,12392713,PPARG,Pathogenic,PPARG-related familial partial lipodystrophy,single nucleotide variant,GRCh38
na,na,3,16639676,16639676,DAZL,Uncertain significance,Reclassified - variant of unknown significance,single nucleotide variant,GRCh37
na,na,3,16598169,16598169,DAZL,Uncertain significance,Reclassified - variant of unknown significance,single nucleotide variant,GRCh38
na,na,12,57441459,57441459,MYO1A,Conflicting classifications of pathogenicity,Autosomal dominant nonsyndromic hearing loss 48|not specified|not provided|MYO1A-related disorder,single nucleotide variant,GRCh37
na,na,12,57047675,57047675,MYO1A,Conflicting classifications of pathogenicity,Autosomal dominant nonsyndromic hearing loss 48|not specified|not provided|MYO1A-related disorder,single nucleotide variant,GRCh38
na,na,12,57441167,57441168,MYO1A,Uncertain significance,Autosomal dominant nonsyndromic hearing loss 48,Duplication,GRCh37
na,na,12,57047383,57047384,MYO1A,Uncertain significance,Autosomal dominant nonsyndromic hearing loss 48,Duplication,GRCh38
na,na,12,57437119,57437119,MYO1A,Benign/Likely benign,Autosomal dominant nonsyndromic hearing loss 48|not specified|not provided,single nucleotide variant,GRCh37
na,na,12,57043335,57043335,MYO1A,Benign/Likely benign,Autosomal dominant nonsyndromic hearing loss 48|not specified|not provided,single nucleotide variant,GRCh38
na,na,12,57435225,57435225,MYO1A,Uncertain significance,Autosomal dominant nonsyndromic hearing loss 48,single nucleotide variant,GRCh37
na,na,12,57041441,57041441,MYO1A,Uncertain significance,Autosomal dominant nonsyndromic hearing loss 48,single nucleotide variant,GRCh38
na,na,12,57431402,57431402,MYO1A,Benign,Autosomal dominant nonsyndromic hearing loss 48|not specified|not provided,single nucleotide variant,GRCh37
na,na,12,57037618,57037618,MYO1A,Benign,Autosomal dominant nonsyndromic hearing loss 48|not specified|not provided,single nucleotide variant,GRCh38
na,na,12,57423368,57423368,MYO1A,Uncertain significance,Autosomal dominant nonsyndromic hearing loss 48,single nucleotide variant,GRCh37
na,na,12,57029584,57029584,MYO1A,Uncertain significance,Autosomal dominant nonsyndromic hearing loss 48,single nucleotide variant,GRCh38
